Id,Habitaciones,banos,Parqueaderos,area_construida,area_privada,Estrato,antigüedad,piso_No,administracion,precio m,transaccion,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link,antigüedad_ad,tipo inmueble
600,3,4,2,146.69,146.69,4,1630,3,607100,4431113.23,Venta,650000000,parques de lorena,Bogota,No definida,No definida,/inmueble/casa-en-venta/parques-de-lorena/bogota/10072702,16 a 30 años,Casa
601,3,2,1,62,0,3,1630,5,140000,4354838.71,Venta,270000000,comuneros,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/comuneros/bogota/10093367,16 a 30 años,Apartamento
602,3,2,1,87,0,3,18,3,350000,5287356.32,Venta,460000000,san andresito,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/san-andresito/bogota/7981039,1 a 8 años,Apartamento
603,No definida,3,No definida,670.4,584,6,30,1,No definida,2386634.84,Venta,1600000000,modelo sur,Bogota,No definida,Remodelado,/inmueble/bodega-en-venta/modelo-sur/bogota/7386613,mas de 30 años,Bodega
604,3,5,6,252,252,5,18,No definida,720000,4761904.76,Venta,1200000000,cr las huertas de cajica club residencial,Bogota,No definida,Bueno,/inmueble/casa-en-venta/cr-las-huertas-de-cajica-club-residencial/cajica/8072831,1 a 8 años,Casa
605,2,2,2,76,70,4,915,3,460000,5657894.74,Venta,430000000,cedritos,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10098284,9 a 15 años,Apartamento
606,3,4,2,160.73,161,6,1630,2,850000,4977291.11,Venta,800000000,chico,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/chico/bogota/7639238,16 a 30 años,Apartamento
607,3,3,2,147.37,147.37,5,30,2,820000,6514215.92,Venta,960000000,country club,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/country-club/bogota/10077242,mas de 30 años,Apartamento
608,1,2,1,45,42,6,30,4,417000,8111111.11,Venta,365000000,chico norte,Bogota,Loft,Excelente,/inmueble/apartaestudio-en-venta/chico-norte/bogota/7861192,mas de 30 años,Apartaestudio
609,2,1,1,62,0,4,18,3,350000,5403225.81,Venta,335000000,gratamira,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/gratamira/bogota/6567944,1 a 8 años,Apartamento
610,3,2,No definida,127.33,0,3,1630,No definida,No definida,3534123.93,Venta,450000000,chapinero,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chapinero/bogota/10083966,16 a 30 años,Apartamento
611,3,2,1,98,0,4,1630,3,322000,4234693.88,Venta,415000000,ferrocaja fontibon,Bogota,No definida,No definida,/inmueble/casa-en-venta/ferrocaja-fontibon/bogota/10070691,16 a 30 años,Casa
612,4,4,1,168,168,3,1630,4,No definida,2500000,Venta,420000000,florida blanca,Bogota,No definida,Excelente,/inmueble/casa-en-venta/florida-blanca/bogota/6782419,16 a 30 años,Casa
613,1,1,1,50,40,4,1630,1,200000,4200000,Venta,210000000,cedritos,Bogota,No definida,No definida,/inmueble/apartaestudio-en-venta/cedritos/bogota/8074044,16 a 30 años,Apartaestudio
614,3,3,1,140,0,4,30,No definida,610000,4250000,Venta,595000000,cedritos,Bogota,No definida,Excelente,/inmueble/casa-en-venta/cedritos/bogota/5549226,mas de 30 años,Casa
615,2,3,2,75,0,4,18,9,490000,6253333.33,Venta,469000000,cedritos,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10064390,1 a 8 años,Apartamento
616,3,4,2,143,132.72,6,18,5,915000,7342657.34,Venta,1050000000,santa barbara,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/santa-barbara/bogota/10093409,1 a 8 años,Apartamento
617,3,2,No definida,58,58,3,18,No definida,No definida,4827586.21,Venta,280000000,ub ciudad kennedy sur,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/ub-ciudad-kennedy-sur/bogota/7849258,1 a 8 años,Apartamento
618,3,1,No definida,47.43,0,2,915,No definida,60000,2930636.52,Venta,139000090,san bernardino xxii,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/san-bernardino-xxii/bogota/10102455,9 a 15 años,Apartamento
619,5,3,2,103.56,104,3,1630,1,194000,4924681.34,Venta,510000000,el rincon de los angeles,Bogota,No definida,Bueno,/inmueble/casa-en-venta/el-rincon-de-los-angeles/bogota/7981475,16 a 30 años,Casa
620,3,2,1,74,0,4,1630,4,No definida,3689189.18,Venta,272999999,pinar de suba,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/pinar-de-suba/bogota/7925586,16 a 30 años,Apartamento
621,4,5,2,215,270,5,1630,5,1400000,5674418.6,Venta,1220000000,santa barbara occidental,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/santa-barbara-occidental/bogota/6922585,16 a 30 años,Apartamento
622,3,4,2,200,0,6,1630,2,904698,4975000,Venta,995000000,unicentro bogota,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/unicentro-bogota/bogota/3804222,16 a 30 años,Apartamento
623,3,2,1,75,0,4,18,2,395000,5266666.67,Venta,395000000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/colina-campestre/bogota/6999586,1 a 8 años,Apartamento
624,3,3,2,185,185,6,30,3,1050000,5945945.95,Venta,1100000000,suba,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/suba/bogota/7642860,mas de 30 años,Apartamento
625,1,1,1,43,37,4,18,3,230000,6906976.74,Venta,297000000,colseguros,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/colseguros/bogota/10126857,1 a 8 años,Apartamento
626,3,2,1,60,0,3,1630,1,No definida,4750000,Venta,285000000,el rincon de los angeles,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/el-rincon-de-los-angeles/bogota/10114311,16 a 30 años,Apartamento
627,3,2,1,60.9,58.9,3,18,4,50000,3612479.47,Venta,220000000,engativa,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/engativa/bogota/10141176,1 a 8 años,Apartamento
628,3,2,1,60,56,4,915,Otro,220000,4233333.33,Venta,254000000,gran granada,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/gran-granada/bogota/10119638,9 a 15 años,Apartamento
629,3,1,No definida,53,0,3,30,No definida,70000,3490566.04,Venta,185000000,timiza,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/timiza/bogota/10055646,mas de 30 años,Apartamento
630,3,2,3,217,217,4,30,2,No definida,3156682.03,Venta,685000000,las margaritas,Bogota,No definida,No definida,/inmueble/casa-en-venta/las-margaritas/bogota/7058575,mas de 30 años,Casa
631,3,1,No definida,47,47,2,18,14,118750,2808510.64,Venta,132000000,tintalito,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/tintalito/bogota/7330788,1 a 8 años,Apartamento
632,8,4,1,216,72,2,915,3,No definida,1666666.67,Venta,360000000,kennedy,Bogota,No definida,Excelente,/inmueble/casa-en-venta/kennedy/bogota/4733115,9 a 15 años,Casa
633,No definida,No definida,No definida,804,0,3,1630,No definida,No definida,3358208.96,Venta,2700000000,puente aranda,Bogota,No definida,Bueno,/inmueble/bodega-en-venta/puente-aranda/bogota/7434385,16 a 30 años,Bodega
634,3,2,2,94,0,4,18,10,412000,4680851.06,Venta,440000000,gran granada,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/gran-granada/bogota/10120975,1 a 8 años,Apartamento
635,2,1,No definida,38,38,2,18,2,82000,3157894.74,Venta,120000000,tierra buena,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/tierra-buena/bogota/10119056,1 a 8 años,Apartamento
636,3,2,1,69,0,4,1,5,380000,5507246.38,Venta,380000000,santa teresa,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/santa-teresa/bogota/6858566,menos de 1 año,Apartamento
637,3,2,1,64,0,3,915,5,170000,4765625,Venta,305000000,alamos,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/alamos/bogota/10144121,9 a 15 años,Apartamento
638,3,2,1,75,75,3,915,11,220000,4400000,Venta,330000000,britalia norte,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/britalia-norte/bogota/7961480,9 a 15 años,Apartamento
639,3,2,1,69,0,4,1,10,328000,5652173.91,Venta,390000000,el redil,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/el-redil/bogota/7059692,menos de 1 año,Apartamento
640,1,2,1,51,51,4,915,10,236000,7058823.53,Venta,360000000,chapinero alto,Bogota,Loft,Bueno,/inmueble/apartamento-en-venta/chapinero-alto/bogota/7974991,9 a 15 años,Apartamento
641,3,3,2,128,120,5,915,2,701000,6093750,Venta,780000000,lagos de cordoba,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/7862968,9 a 15 años,Apartamento
642,3,2,No definida,64,64,3,1630,5,220000,3437500,Venta,220000000,plazuelas del virrey,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/plazuelas-del-virrey/bogota/10133237,16 a 30 años,Apartamento
643,3,2,1,68,0,3,915,3,235000,4139705.88,Venta,281500000,suba urbano,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/suba-urbano/bogota/10144134,9 a 15 años,Apartamento
644,3,2,1,69,0,4,1,11,328000,5652173.91,Venta,390000000,colina campestre,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/colina-campestre/bogota/7059732,menos de 1 año,Apartamento
645,2,2,1,65,61,6,1630,4,558000,7923076.92,Venta,515000000,el virrey,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/el-virrey/bogota/10122217,16 a 30 años,Apartamento
646,3,2,1,80,0,3,18,3,240000,4812500,Venta,385000000,prado pinzon,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/prado-pinzon/bogota/10119683,1 a 8 años,Apartamento
647,4,3,1,88,80,4,1630,1,300000,5511363.64,Venta,485000000,rafael nunez,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/rafael-nunez/bogota/10093355,16 a 30 años,Apartamento
648,3,2,1,58,0,3,1630,3,160000,4396551.72,Venta,255000000,alamos,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/alamos/bogota/7903867,16 a 30 años,Apartamento
649,3,3,2,102,95,6,18,4,430000,5833333.33,Venta,595000000,club de los lagartos,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/club-de-los-lagartos/bogota/7824339,1 a 8 años,Apartamento
650,7,4,1,250,0,3,1630,3,No definida,2000000,Venta,500000000,garces navas,Bogota,No definida,No definida,/inmueble/casa-en-venta/garces-navas/bogota/10121991,16 a 30 años,Casa
651,3,2,1,59,58,2,915,4,72000,2661016.95,Venta,157000000,el tintal,Bogota,No definida,No definida,/inmueble/casa-en-venta/el-tintal/bogota/10100836,9 a 15 años,Casa
652,3,2,3,137,0,3,30,2,No definida,3065693.43,Venta,420000000,villa luz,Bogota,No definida,No definida,/inmueble/casa-en-venta/villa-luz/bogota/10119477,mas de 30 años,Casa
653,4,2,1,76,0,3,1630,4,244000,4315789.47,Venta,328000000,las dos avenidas,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/las-dos-avenidas/bogota/10144167,16 a 30 años,Apartamento
654,No definida,1,No definida,43,0,3,30,4,412000,2534883.72,Venta,109000000,la candelaria,Bogota,No definida,Excelente,/inmueble/oficina-en-venta/la-candelaria/bogota/7071883,mas de 30 años,Oficina
655,1,1,1,27,27,3,1,4,190000,9625925.93,Venta,259900000,chapinero,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/chapinero/bogota/10108942,menos de 1 año,Apartamento
656,3,3,3,180,180,4,30,2,No definida,3805555.56,Venta,685000000,normandia,Bogota,No definida,Bueno,/inmueble/casa-en-venta/normandia/bogota/5470252,mas de 30 años,Casa
657,4,3,1,100,94.5,4,30,3,100000,3500000,Venta,350000000,normandia,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/normandia/bogota/10118132,mas de 30 años,Apartamento
658,5,4,1,93.1,70,3,1630,3,No definida,6015037.59,Venta,560000000,marsella,Bogota,No definida,No definida,/inmueble/casa-en-venta/marsella/bogota/10105773,16 a 30 años,Casa
659,3,2,1,108,108,4,30,5,270000,3611111.11,Venta,390000000,san gabriel norte,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/san-gabriel-norte/bogota/7915344,mas de 30 años,Apartamento
660,3,3,1,84,84,4,1630,5,230000,4523809.52,Venta,380000000,portales del norte,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/portales-del-norte/bogota/6748821,16 a 30 años,Apartamento
661,4,3,2,240,0,4,1630,3,332000,4104166.67,Venta,985000000,cedro golf,Bogota,No definida,Bueno,/inmueble/casa-en-venta/cedro-golf/bogota/7460236,16 a 30 años,Casa
662,No definida,No definida,No definida,21000,0,2,No definida,No definida,No definida,44285.71,Venta,930000000,hoya teusaca,Bogota,No definida,No definida,/inmueble/finca-en-venta/hoya-teusaca/bogota/6582983,No definida,Finca
663,4,3,2,136,127,4,18,4,680000,5955882.35,Venta,810000000,cedritos,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10057152,1 a 8 años,Apartamento
664,2,3,2,139,139,6,1630,3,720000,5935251.8,Venta,825000000,chapinero norte,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/chapinero-norte/bogota/7760431,16 a 30 años,Apartamento
665,2,3,2,150,150,6,915,2,1900000,9333333.33,Venta,1400000000,chico norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico-norte/bogota/10099606,9 a 15 años,Apartamento
666,3,4,2,170,170,3,915,3,No definida,2764705.88,Venta,470000000,garces navas,Bogota,No definida,No definida,/inmueble/casa-en-venta/garces-navas/bogota/10107065,9 a 15 años,Casa
667,3,3,2,116,116,6,915,2,1050000,6206896.55,Venta,720000000,santa paula,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/santa-paula/bogota/7691578,9 a 15 años,Apartamento
668,No definida,8,10,1100,1100,4,915,No definida,No definida,2909090.91,Venta,3200000000,once de noviembre,Bogota,No definida,No definida,/inmueble/edificio-en-venta/once-de-noviembre/bogota/7764771,9 a 15 años,Edificio
669,2,2,No definida,49.6,45.7,3,915,9,109000,4032258.06,Venta,200000000,quiroga sur,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/quiroga-sur/bogota/10113009,9 a 15 años,Apartamento
670,2,3,2,94,0,6,18,3,530000,7872340.43,Venta,740000000,chico navarra,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/chico-navarra/bogota/7040746,1 a 8 años,Apartamento
671,3,5,3,217,217,5,18,No definida,1350000,7834101.38,Venta,1700000000,santa barbara oriental,Bogota,PentHouse,Bueno,/inmueble/apartamento-en-venta/santa-barbara-oriental/bogota/7863466,1 a 8 años,Apartamento
672,3,2,No definida,82,75,3,1630,4,108700,2804878.05,Venta,230000000,plaza imperial centro comercial,Bogota,No definida,Bueno,/inmueble/casa-en-venta/plaza-imperial-centro-comercial/bogota/6958204,16 a 30 años,Casa
673,3,2,1,106.4,0,4,18,2,348000,6015037.59,Venta,640000000,veramonte macana,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/veramonte-macana/bogota/10106205,1 a 8 años,Apartamento
674,4,4,1,101,95,4,1630,3,350000,5346534.65,Venta,540000000,colina campestre,Bogota,No definida,Excelente,/inmueble/casa-en-venta/colina-campestre/bogota/7885241,16 a 30 años,Casa
675,3,2,1,71,71,4,1630,4,338000,4366197.18,Venta,310000000,cedro salazar,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/cedro-salazar/bogota/7934810,16 a 30 años,Apartamento
676,3,2,No definida,52,48,3,915,3,105000,3076923.08,Venta,160000000,nueva castilla,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/nueva-castilla/bogota/3156054,9 a 15 años,Apartamento
677,3,3,2,100.67,92.42,5,915,12,450000,5860733.09,Venta,590000000,lagos de cordoba,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/10099761,9 a 15 años,Apartamento
678,4,2,No definida,108,0,3,30,No definida,No definida,2500000,Venta,270000000,versalles,Bogota,No definida,Bueno,/inmueble/casa-en-venta/versalles/bogota/7255922,mas de 30 años,Casa
679,3,3,2,108,100,6,1630,5,450000,5370370.37,Venta,580000000,santa ana occidental,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/santa-ana-occidental/bogota/7788527,16 a 30 años,Apartamento
680,4,4,2,264,264,5,1630,2,450000,4356060.61,Venta,1150000000,san jose de bavaria,Bogota,No definida,Excelente,/inmueble/casa-en-venta/san-jose-de-bavaria/bogota/7387312,16 a 30 años,Casa
681,2,1,No definida,38.7,0,2,915,6,68500,3359173.13,Venta,130000000,tierra buena,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/tierra-buena/bogota/10108761,9 a 15 años,Apartamento
682,3,3,2,221,184,3,30,2,No definida,3393665.16,Venta,750000000,barrios unidos,Bogota,No definida,Excelente,/inmueble/casa-en-venta/barrios-unidos/bogota/6342719,mas de 30 años,Casa
683,2,2,1,55,55,4,1630,4,186000,5272727.27,Venta,290000000,colina campestre,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/colina-campestre/bogota/7762001,16 a 30 años,Apartamento
684,2,2,2,76,0,5,915,2,660000,5197368.42,Venta,395000000,lisboa usaquen,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/lisboa-usaquen/bogota/10115904,9 a 15 años,Apartamento
685,3,3,3,100.2,0,5,1630,4,550000,5688622.75,Venta,570000000,calleja baja,Bogota,PentHouse,No definida,/inmueble/apartamento-en-venta/calleja-baja/bogota/10078389,16 a 30 años,Apartamento
686,5,4,2,178,178,3,1630,1,No definida,2528089.89,Venta,450000000,santa isabel,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/santa-isabel/bogota/7621514,16 a 30 años,Apartamento
687,No definida,1,No definida,50,0,4,915,5,360000,7000000,Venta,350000000,quinta paredes,Bogota,No definida,No definida,/inmueble/oficina-en-venta/quinta-paredes/bogota/10088492,9 a 15 años,Oficina
688,1,1,No definida,30.5,0,3,1,4,300000,8300000,Venta,253150000,galerias,Bogota,Loft,No definida,/inmueble/apartaestudio-en-venta/galerias/bogota/10123190,menos de 1 año,Apartaestudio
689,3,2,1,106.4,0,4,18,2,348000,6015037.59,Venta,640000000,veramonte macana,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/veramonte-macana/bogota/10106205,1 a 8 años,Apartamento
690,3,1,No definida,45,45,3,915,2,95500,3333333.33,Venta,150000000,la libertad,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/la-libertad/bogota/10126431,9 a 15 años,Apartamento
691,3,2,1,90,90,4,915,7,310000,6333333.33,Venta,570000000,ciudad salitre,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-salitre/bogota/10071317,9 a 15 años,Apartamento
692,3,2,1,68,0,3,915,11,200000,4632352.94,Venta,315000000,castilla,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/castilla/bogota/10092467,9 a 15 años,Apartamento
693,3,3,2,148,116,6,30,1,544000,4662162.16,Venta,690000000,santa barbara,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/santa-barbara/bogota/7990753,mas de 30 años,Apartamento
694,3,1,No definida,47,44,2,915,6,82000,3276595.74,Venta,154000000,el tintal,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/el-tintal/bogota/10120585,9 a 15 años,Apartamento
695,3,3,2,100.67,92.42,5,915,12,450000,5860733.09,Venta,590000000,lagos de cordoba,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/10099761,9 a 15 años,Apartamento
696,2,1,No definida,36,0,3,1,7,150000,5833333.33,Venta,210000000,toberin,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/toberin/bogota/10119448,menos de 1 año,Apartamento
697,3,2,No definida,52,48,3,915,3,105000,3076923.08,Venta,160000000,nueva castilla,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/nueva-castilla/bogota/3156054,9 a 15 años,Apartamento
698,3,2,1,55,53,3,1630,1,No definida,4545454.55,Venta,250000000,san jorge,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/san-jorge/bogota/10119069,16 a 30 años,Apartamento
