Id,Habitaciones,banos,Parqueaderos,area_construida,area_privada,Estrato,antigüedad,piso_No,administracion,precio m,transaccion,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link,antigüedad_ad,tipo inmueble
462,3,2,1,67,0,4,915,1,250000,5000000,Venta,335000000,cantalejo,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/cantalejo/bogota/7805748,9 a 15 años,Apartamento
463,3,3,3,174,150,4,1,7,650000,7356321.84,Venta,1280000000,andes norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/andes-norte/bogota/10130500,menos de 1 año,Apartamento
464,No definida,No definida,No definida,23,0,4,1630,No definida,527000,8565217.39,Venta,197000000,centro internacional,Bogota,No definida,No definida,/inmueble/local-en-venta/centro-internacional/bogota/10110743,16 a 30 años,Local
465,2,1,No definida,45,45,2,915,4,58000,2422222.22,Venta,109000000,el porvenir,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/el-porvenir/bogota/7758752,9 a 15 años,Apartamento
466,3,2,1,75,0,4,1630,1,510000,3866666.67,Venta,290000000,belmira,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/belmira/bogota/10108815,16 a 30 años,Apartamento
467,3,3,2,106,98,4,1,7,460000,7264150.94,Venta,770000000,andes norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/andes-norte/bogota/10128272,menos de 1 año,Apartamento
468,No definida,2,1,53.74,0,5,18,3,548000,9304056.57,Venta,500000000,pasadena,Bogota,No definida,No definida,/inmueble/oficina-en-venta/pasadena/bogota/10113155,1 a 8 años,Oficina
469,3,2,1,67,67,4,915,1,270000,5671641.79,Venta,380000000,mazuren,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/mazuren/bogota/10123846,9 a 15 años,Apartamento
470,4,3,2,130,0,5,1630,5,600000,4307692.31,Venta,560000000,puente largo,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/puente-largo/bogota/7368429,16 a 30 años,Apartamento
471,4,2,1,88,0,4,No definida,1,No definida,3215909.09,Venta,283000000,cedro golf,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedro-golf/bogota/10095651,No definida,Apartamento
472,No definida,5,No definida,2538,0,3,1630,No definida,No definida,3132387.71,Venta,7950000000,las americas,Bogota,No definida,Bueno,/inmueble/edificio-en-venta/las-americas/bogota/6596574,16 a 30 años,Edificio
473,3,2,1,88,88,4,915,1,327700,4977272.73,Venta,438000000,fontibon,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/fontibon/bogota/7758767,9 a 15 años,Apartamento
474,3,2,1,57,57,5,30,4,336000,4719298.25,Venta,269000000,bella suiza,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/bella-suiza/bogota/8079418,mas de 30 años,Apartamento
475,No definida,2,No definida,397.66,0,2,915,1,No definida,1659709.3,Venta,660000000,el socorro i sector,Bogota,No definida,Bueno,/inmueble/bodega-en-venta/el-socorro-i-sector/bogota/7982406,9 a 15 años,Bodega
476,2,2,1,82,82,5,1630,4,620000,5365853.66,Venta,440000000,chico navarra,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico-navarra/bogota/7389229,16 a 30 años,Apartamento
477,2,1,No definida,42,42,3,18,9,100000,4238095.24,Venta,178000000,valladolid,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/valladolid/bogota/10102748,1 a 8 años,Apartamento
478,3,2,1,70,0,4,18,6,247000,5342857.14,Venta,374000000,hayuelos,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/hayuelos/bogota/7976971,1 a 8 años,Apartamento
479,4,2,No definida,74,67,2,915,3,92000,2675675.68,Venta,198000000,fontanar del rio,Bogota,No definida,No definida,/inmueble/casa-en-venta/fontanar-del-rio/bogota/10125740,9 a 15 años,Casa
480,No definida,4,2,420,0,3,18,No definida,No definida,4047619.05,Venta,1700000000,salazar gomez,Bogota,No definida,No definida,/inmueble/edificio-en-venta/salazar-gomez/bogota/10077355,1 a 8 años,Edificio
481,3,3,2,113,0,5,915,3,787000,5486725.66,Venta,620000000,bella suiza,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/bella-suiza/bogota/7917924,9 a 15 años,Apartamento
482,3,3,2,113,0,5,915,3,783000,5486725.66,Venta,620000000,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/8074050,9 a 15 años,Apartamento
483,3,2,1,65,65,4,915,12,261800,4292307.69,Venta,279000000,engativa,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/engativa/bogota/8013316,9 a 15 años,Apartamento
484,3,3,1,87,87,4,915,7,339000,5551724.14,Venta,483000000,salitre,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/salitre/bogota/7847604,9 a 15 años,Apartamento
485,7,4,No definida,300,300,3,18,4,No definida,1400000,Venta,Precio total (COP),garces navas oriental,Bogota,No definida,Excelente,/inmueble/casa-en-venta/garces-navas-oriental/bogota/5384754,1 a 8 años,Casa
486,No definida,2,No definida,286,0,3,30,No definida,No definida,3363636.36,Venta,962000000,salazar gomez,Bogota,No definida,No definida,/inmueble/bodega-en-venta/salazar-gomez/bogota/8088273,mas de 30 años,Bodega
487,2,2,1,72,69,4,1630,1,230000,4236111.11,Venta,305000000,mazuren,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/mazuren/bogota/10121889,16 a 30 años,Apartamento
488,1,1,No definida,25,25,3,18,1,223700,6760000,Venta,169000000,chapinero,Bogota,No definida,No definida,/inmueble/apartaestudio-en-venta/chapinero/bogota/7760265,1 a 8 años,Apartaestudio
489,3,2,1,82,82,4,18,2,364000,5890243.9,Venta,483000000,capellania,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/capellania/bogota/7760264,1 a 8 años,Apartamento
490,2,1,No definida,49,49,2,1630,No definida,80000,3265306.12,Venta,160000000,kennedy,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/kennedy/bogota/8002348,16 a 30 años,Apartamento
491,2,1,No definida,44,0,2,18,3,71000,2840909.09,Venta,125000000,bosa,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bosa/bogota/7758822,1 a 8 años,Apartamento
492,No definida,10,3,2240,0,4,1630,No definida,No definida,2008928.57,Venta,4500000000,chapinero,Bogota,No definida,No definida,/inmueble/edificio-en-venta/chapinero/bogota/10091952,16 a 30 años,Edificio
493,3,2,1,72,72,4,18,8,300000,5166666.67,Venta,372000000,kennedy,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/kennedy/bogota/8024736,1 a 8 años,Apartamento
494,3,2,No definida,59,59,2,1630,1,48000,2593220.34,Venta,153000000,fontibon,Bogota,No definida,No definida,/inmueble/casa-en-venta/fontibon/bogota/7758814,16 a 30 años,Casa
495,3,1,1,49,49,3,18,4,89500,4469387.76,Venta,219000000,ciudad bolivar,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-bolivar/bogota/8065026,1 a 8 años,Apartamento
496,2,2,1,62,62,4,915,2,367000,5758064.52,Venta,357000000,san miguel,Bogota,No definida,No definida,/inmueble/apartaestudio-en-venta/san-miguel/bogota/7791423,9 a 15 años,Apartaestudio
497,1,1,1,43,43,4,915,7,207000,6488372.09,Venta,279000000,el plan,Bogota,No definida,No definida,/inmueble/apartaestudio-en-venta/el-plan/bogota/7762708,9 a 15 años,Apartaestudio
498,3,2,1,54,54,3,915,4,257000,6240740.74,Venta,337000000,quesada,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/quesada/bogota/8004234,9 a 15 años,Apartamento
499,3,4,2,99,89,5,1630,No definida,450000,5555555.56,Venta,550000000,nicolas de federman,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/7951087,16 a 30 años,Apartamento
500,2,2,2,109,0,6,1630,5,687000,4339449.54,Venta,473000000,chico,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico/bogota/7758824,16 a 30 años,Apartamento
501,2,2,1,56,56,4,915,3,380000,6357142.86,Venta,356000000,san luis,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/san-luis/bogota/7976624,9 a 15 años,Apartamento
502,3,2,No definida,60,0,4,No definida,No definida,220000,4333333.33,Venta,260000000,villas de aranjuez,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/villas-de-aranjuez/bogota/10097403,No definida,Apartamento
503,3,4,2,139,130,5,1630,10,473000,4964028.78,Venta,690000000,victoria norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/victoria-norte/bogota/8088174,16 a 30 años,Apartamento
504,4,2,1,75,75,3,No definida,2,190000,4666666.67,Venta,350000000,castilla,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/castilla/bogota/10126385,No definida,Apartamento
505,2,1,No definida,51,51,3,18,12,95000,2823529.41,Venta,144000000,kennedy,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/kennedy/bogota/8019393,1 a 8 años,Apartamento
506,3,2,1,74,69,4,915,No definida,No definida,5337837.84,Venta,395000000,mazuren,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/mazuren/bogota/7419844,9 a 15 años,Apartamento
507,3,2,1,85,0,4,18,10,280000,4705882.35,Venta,400000000,el dorado,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/el-dorado/bogota/10129001,1 a 8 años,Apartamento
508,3,3,2,134,134,5,915,16,550000,6082089.55,Venta,815000000,portales del norte,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/portales-del-norte/bogota/8053524,9 a 15 años,Apartamento
509,3,3,1,106,106,5,1630,4,477000,5471698.11,Venta,580000000,batan,Bogota,PentHouse,No definida,/inmueble/apartamento-en-venta/batan/bogota/10101205,16 a 30 años,Apartamento
510,1,1,1,40,0,4,1630,1,200000,5250000,Venta,210000000,cedritos,Bogota,No definida,Bueno,/inmueble/apartaestudio-en-venta/cedritos/bogota/7911308,16 a 30 años,Apartaestudio
511,3,2,1,68,68,3,1630,3,200000,4338235.29,Venta,295000000,villemar fontibon,Bogota,No definida,No definida,/inmueble/casa-en-venta/villemar-fontibon/bogota/10082679,16 a 30 años,Casa
512,2,2,2,73.35,0,6,915,3,484000,7157464.21,Venta,525000000,chico norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico-norte/bogota/10111396,9 a 15 años,Apartamento
513,4,3,3,286,240,5,30,2,1127000,7342657.34,Venta,2100000000,lisboa usaquen,Bogota,No definida,No definida,/inmueble/casa-en-venta/lisboa-usaquen/bogota/10117746,mas de 30 años,Casa
514,3,3,2,156,129,4,915,9,689000,5096153.85,Venta,795000000,cedritos,Bogota,Duplex,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10092430,9 a 15 años,Apartamento
515,No definida,1,1,73,0,6,915,6,1036000,16438356.16,Venta,1200000000,chico alto,Bogota,No definida,No definida,/inmueble/consultorio-en-venta/chico-alto/bogota/10130118,9 a 15 años,Consultorio
516,3,2,No definida,48.55,44,2,1,11,120000,3398558.19,Venta,165000000,bosa palestina,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bosa-palestina/bogota/10111018,menos de 1 año,Apartamento
517,3,3,2,106,106,5,915,4,702000,6556603.77,Venta,695000000,alameda,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/alameda/bogota/10097173,9 a 15 años,Apartamento
518,2,3,2,128,205,6,915,2,992000,9726562.5,Venta,1245000000,la carolina,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/la-carolina/bogota/10093087,9 a 15 años,Apartamento
519,3,2,1,75,70,3,18,3,224000,4400000,Venta,330000000,santa teresa,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/santa-teresa/bogota/7745290,1 a 8 años,Apartamento
520,3,2,1,96,96,2,18,3,No definida,2656249.99,Venta,254999999,suba,Bogota,No definida,Excelente,/inmueble/casa-en-venta/suba/bogota/7782287,1 a 8 años,Casa
521,2,2,1,78,0,6,30,2,295000,5769230.77,Venta,450000000,molinos norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/molinos-norte/bogota/10106243,mas de 30 años,Apartamento
522,2,3,2,149,149,6,18,6,1700000,11342281.88,Venta,Precio total (COP),los rosales,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/los-rosales/bogota/6667126,1 a 8 años,Apartamento
523,3,3,2,100,0,5,915,12,No definida,6600000,Venta,660000000,prados de la sabana,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/prados-de-la-sabana/bogota/10114991,9 a 15 años,Apartamento
524,3,4,3,145,145,6,915,4,1100000,8241379.31,Venta,1195000000,la carolina,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/la-carolina/bogota/10084861,9 a 15 años,Apartamento
525,2,3,2,128,98,6,18,6,1300000,6640625,Venta,850000000,san patricio,Bogota,Duplex,No definida,/inmueble/apartamento-en-venta/san-patricio/bogota/10088670,1 a 8 años,Apartamento
526,1,1,No definida,33,33,4,1630,2,356000,6666666.67,Venta,220000000,galerias,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/galerias/bogota/10062989,16 a 30 años,Apartamento
527,2,2,1,73,73,5,1630,No definida,No definida,4493150.68,Venta,328000000,lisboa,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/lisboa/bogota/4329339,16 a 30 años,Apartamento
528,3,3,2,90,0,4,No definida,3,380000,4766666.67,Venta,429000000,cedro bolivar,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedro-bolivar/bogota/10086690,No definida,Apartamento
529,5,2,1,122,122,2,30,3,No definida,3360655.74,Venta,410000000,bosa los naranjos,Bogota,No definida,No definida,/inmueble/casa-en-venta/bosa-los-naranjos/bogota/10101190,mas de 30 años,Casa
530,3,2,1,89,0,3,1630,No definida,No definida,2921348.31,Venta,260000000,cantalejo,Bogota,No definida,No definida,/inmueble/casa-en-venta/cantalejo/bogota/8074045,16 a 30 años,Casa
531,2,2,No definida,51.46,45.87,3,18,4,97800,3595025.26,Venta,185000000,madelena,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/madelena/bogota/10121286,1 a 8 años,Apartamento
532,2,1,No definida,54,0,3,1630,3,120000,3148148.15,Venta,170000000,barrancas norte,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/barrancas-norte/bogota/7965880,16 a 30 años,Apartamento
533,2,3,2,80,0,5,915,4,830000,7312500,Venta,585000000,pasadena,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/pasadena/bogota/10088928,9 a 15 años,Apartamento
534,9,5,1,250,0,6,30,2,100000,6760000,Venta,1690000000,usaquen,Bogota,No definida,No definida,/inmueble/casa-en-venta/usaquen/bogota/10105578,mas de 30 años,Casa
535,3,No definida,No definida,196,136,5,915,No definida,823000,6658163.27,Venta,1305000000,santa barbara occidental,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/santa-barbara-occidental/bogota/10097028,9 a 15 años,Apartamento
536,3,2,1,98,98,4,915,2,No definida,5816326.53,Venta,570000000,nicolas de federman,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/6824487,9 a 15 años,Apartamento
537,3,2,1,74,0,4,1630,3,330000,4729729.73,Venta,350000000,portales del norte,Bogota,No definida,No definida,/inmueble/casa-en-venta/portales-del-norte/bogota/10106337,16 a 30 años,Casa
538,2,1,No definida,42,42,2,915,2,No definida,2976190.48,Venta,125000000,osorio ii,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/osorio-ii/bogota/7957788,9 a 15 años,Apartamento
539,2,2,1,56,56,5,1630,3,390000,4982142.86,Venta,279000000,batan,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/batan/bogota/10097953,16 a 30 años,Apartamento
540,3,2,No definida,59.5,0,3,1630,3,No definida,2857142.86,Venta,170000000,bosa chicala,Bogota,No definida,No definida,/inmueble/casa-en-venta/bosa-chicala/bogota/10076442,16 a 30 años,Casa
541,2,2,2,85.21,79.77,5,1,4,468655,9904142.71,Venta,843932000,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/10052247,menos de 1 año,Apartamento
542,2,2,1,60,60,5,30,2,400000,5000000,Venta,300000000,el contador,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/el-contador/bogota/8101295,mas de 30 años,Apartamento
543,3,2,1,83,79,4,1630,1,210000,3722891.57,Venta,309000000,banco central,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/banco-central/bogota/7787743,16 a 30 años,Apartamento
544,3,3,2,127,127,5,915,5,580000,6220472.44,Venta,790000000,lagos de cordoba,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/7740041,9 a 15 años,Apartamento
545,3,2,2,113,113,6,30,No definida,962000,4954867.26,Venta,Precio total (COP),rincon del chico,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/rincon-del-chico/bogota/7646648,mas de 30 años,Apartamento
546,3,3,2,93.95,86.7,5,1,2,516725,9745077.17,Venta,915550000,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/10052222,menos de 1 año,Apartamento
547,2,2,2,85.21,79.77,5,18,No definida,468655,8664142.71,Venta,738271600,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/10052289,1 a 8 años,Apartamento
548,3,2,1,91,91,4,30,4,338000,4340659.34,Venta,395000000,usaquen,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/usaquen/bogota/8000339,mas de 30 años,Apartamento
549,1,2,1,60.87,56.86,5,1,2,350000,9474995.89,Venta,576743000,bella suiza,Bogota,No definida,No definida,/inmueble/apartaestudio-en-venta/bella-suiza/bogota/10050208,menos de 1 año,Apartaestudio
550,No definida,4,2,639,0,3,30,No definida,No definida,3129890.45,Venta,2000000000,santa isabel,Bogota,No definida,Remodelado,/inmueble/edificio-en-venta/santa-isabel/bogota/6418198,mas de 30 años,Edificio
551,No definida,8,4,900,0,3,30,No definida,No definida,1888888.89,Venta,1700000000,chapinero norte,Bogota,No definida,Bueno,/inmueble/local-en-venta/chapinero-norte/bogota/7974986,mas de 30 años,Local
552,2,2,1,56,56,3,30,8,220000,4982142.86,Venta,279000000,las nieves,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/las-nieves/bogota/10116263,mas de 30 años,Apartamento
553,2,2,1,67.53,0,5,18,12,No definida,9181104.69,Venta,620000000,pasadena,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/pasadena/bogota/7961367,1 a 8 años,Apartamento
554,No definida,1,No definida,4386,0,4,18,No definida,No definida,71976.53,Venta,315689076,chico norte,Bogota,No definida,No definida,/inmueble/oficina-en-venta/chico-norte/bogota/10072082,1 a 8 años,Oficina
555,2,3,2,108,108,6,18,3,1100000,9953703.7,Venta,1075000000,chico norte,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/chico-norte/bogota/8039512,1 a 8 años,Apartamento
556,3,2,1,80,80,4,1630,4,490000,4875000,Venta,390000000,victoria norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/victoria-norte/bogota/10098813,16 a 30 años,Apartamento
557,3,2,1,61.71,61.71,3,1630,1,216000,3727110.68,Venta,230000000,alta blanca,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/alta-blanca/bogota/10132262,16 a 30 años,Apartamento
558,2,1,No definida,42.91,42.91,3,1,7,No definida,4031694.24,Venta,173000000,centro fontibon,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/centro-fontibon/bogota/10120699,menos de 1 año,Apartamento
559,3,3,1,160,160,3,1,2,No definida,3843750,Venta,615000000,la almeria,Bogota,No definida,Excelente,/inmueble/casa-en-venta/la-almeria/bogota/7538063,menos de 1 año,Casa
560,4,5,2,224,224,4,1630,3,No definida,3973214.29,Venta,890000000,normandia occidental,Bogota,No definida,No definida,/inmueble/casa-en-venta/normandia-occidental/bogota/10116389,16 a 30 años,Casa
561,7,4,5,300,280,4,915,2,No definida,2333000,Venta,699900000,centro administrativo occidental,Bogota,No definida,Excelente,/inmueble/casa-en-venta/centro-administrativo-occidental/bogota/7419365,9 a 15 años,Casa
562,1,2,1,60.87,56.86,5,No definida,2,5500,9974995.89,Venta,607178000,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/10050230,No definida,Apartamento
563,3,3,2,164,164,6,1630,3,725000,5182926.83,Venta,850000000,la carolina,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/la-carolina/bogota/10136533,16 a 30 años,Apartamento
564,2,3,2,92.28,87.28,5,1,7,507540,10758560.9,Venta,992800000,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/10090799,menos de 1 año,Apartamento
565,3,3,2,93.95,86.7,5,1,2,516725,9645077.17,Venta,906155000,bella suiza,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/bella-suiza/bogota/10052141,menos de 1 año,Apartamento
566,4,4,2,280,280,6,1630,No definida,1400000,6428571.43,Venta,1800000000,centro comercial andino,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/centro-comercial-andino/bogota/6633866,16 a 30 años,Apartamento
567,4,5,2,300,200,4,915,2,15000,4333333.33,Venta,1300000000,la esperanza,Bogota,No definida,No definida,/inmueble/casa-en-venta/la-esperanza/bogota/10134629,9 a 15 años,Casa
568,4,3,2,225,225,5,915,No definida,750000,3644444.44,Venta,820000000,colina campestre,Bogota,No definida,Excelente,/inmueble/casa-en-venta/colina-campestre/bogota/7787415,9 a 15 años,Casa
569,3,2,No definida,56,54,2,18,5,80000,3017857.14,Venta,169000000,parque empresarial la estancia,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/parque-empresarial-la-estancia/bogota/10110192,1 a 8 años,Apartamento
570,4,2,2,77,77,3,1630,1,234000,3467532.47,Venta,267000000,rincon del norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/rincon-del-norte/bogota/10114642,16 a 30 años,Apartamento
571,3,2,No definida,60,60,2,18,3,70000,2750000,Venta,165000000,kennedy,Bogota,No definida,No definida,/inmueble/casa-en-venta/kennedy/bogota/7951193,1 a 8 años,Casa
572,3,2,2,110,110,3,915,2,170000,4081818.18,Venta,449000000,castilla,Bogota,No definida,No definida,/inmueble/casa-en-venta/castilla/bogota/7870035,9 a 15 años,Casa
573,2,1,No definida,36,0,2,1630,3,62000,3305555.56,Venta,119000000,campanella,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/campanella/bogota/10065810,16 a 30 años,Apartamento
574,3,2,1,67,67,2,915,6,90000,3432835.82,Venta,230000000,tintal,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/tintal/bogota/6501394,9 a 15 años,Apartamento
575,3,3,1,114,114,4,30,No definida,370000,3464912.28,Venta,Precio total (COP),nicolas de federman,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/7897163,mas de 30 años,Apartamento
576,3,2,2,111.13,111.13,5,1630,4,745000,5000000,Venta,555650000,la sultana,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/la-sultana/bogota/10129732,16 a 30 años,Apartamento
577,1,1,No definida,51,51,3,1630,8,360000,4607843.14,Venta,235000000,las nieves,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/las-nieves/bogota/6537862,16 a 30 años,Apartamento
578,3,2,1,58.53,54,2,915,4,80000,2989919.7,Venta,175000000,nueva castilla,Bogota,No definida,Bueno,/inmueble/casa-en-venta/nueva-castilla/bogota/7422015,9 a 15 años,Casa
579,3,3,2,80,80,3,915,7,305000,4750000,Venta,380000000,cantalejo,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cantalejo/bogota/10101633,9 a 15 años,Apartamento
580,3,3,2,129,129,5,30,1,1109000,3868217.05,Venta,Precio total (COP),bosque de pinos,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/bosque-de-pinos/bogota/7641292,mas de 30 años,Apartamento
581,3,3,2,110,101,5,915,6,500000,5436363.64,Venta,598000000,alejandria,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/alejandria/bogota/10105517,9 a 15 años,Apartamento
582,3,3,2,130,123,5,915,8,1092000,7076923.08,Venta,920000000,antiguo country,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/antiguo-country/bogota/6193288,9 a 15 años,Apartamento
583,3,2,4,220,220,6,1630,2,1100000,7272727.27,Venta,1600000000,el nogal,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/el-nogal/bogota/7752721,16 a 30 años,Apartamento
584,2,1,1,55,48.9,3,1630,5,No definida,4818181.82,Venta,265000000,la macarena,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/la-macarena/bogota/10080825,16 a 30 años,Apartamento
585,1,1,1,50,50,4,18,3,275000,7300000,Venta,365000000,parque central bavaria,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/parque-central-bavaria/bogota/7921622,1 a 8 años,Apartamento
586,1,1,1,32.47,0,3,18,3,100000,7237449.95,Venta,235000000,santa maria del lago,Bogota,No definida,Excelente,/inmueble/apartaestudio-en-venta/santa-maria-del-lago/bogota/7904481,1 a 8 años,Apartaestudio
587,3,5,3,334,334,5,1630,No definida,2018300,4191616.77,Venta,1400000000,puente largo,Bogota,PentHouse,Bueno,/inmueble/apartamento-en-venta/puente-largo/bogota/2834896,16 a 30 años,Apartamento
588,2,1,1,40,35,4,30,No definida,269000,5500000,Venta,220000000,cedritos,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/cedritos/bogota/7864837,mas de 30 años,Apartamento
589,3,3,1,68,68,3,915,3,230000,3676470.59,Venta,250000000,britalia,Bogota,No definida,No definida,/inmueble/casa-en-venta/britalia/bogota/10114753,9 a 15 años,Casa
590,3,4,3,286.5,287,6,1630,7,2200000,7678883.07,Venta,2200000000,los rosales,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/los-rosales/bogota/6564133,16 a 30 años,Apartamento
591,3,2,1,76,76,5,1630,6,279000,5131578.95,Venta,390000000,gratamira,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/gratamira/bogota/7588543,16 a 30 años,Apartamento
592,3,2,2,115,115,3,18,3,160000,4060869.57,Venta,467000000,castilla,Bogota,No definida,No definida,/inmueble/casa-en-venta/castilla/bogota/7495404,1 a 8 años,Casa
593,3,2,2,99,99,5,18,11,371000,8989898.99,Venta,890000000,lagos de cordoba,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/10073338,1 a 8 años,Apartamento
594,3,2,1,75,0,4,18,2,395000,5266666.67,Venta,395000000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/colina-campestre/bogota/6999586,1 a 8 años,Apartamento
595,3,2,1,56,53,3,915,5,224000,4857142.86,Venta,272000000,cerros de suba,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cerros-de-suba/bogota/10122782,9 a 15 años,Apartamento
596,4,4,2,280,280,6,1630,No definida,1400000,6428571.43,Venta,1800000000,centro comercial andino,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/centro-comercial-andino/bogota/6633866,16 a 30 años,Apartamento
597,3,2,No definida,65,64,3,915,3,200000,3461538.46,Venta,225000000,el dorado,Bogota,Duplex,No definida,/inmueble/apartamento-en-venta/el-dorado/bogota/10088206,9 a 15 años,Apartamento
598,3,3,2,122,122,5,18,15,420000,5573770.49,Venta,680000000,ciudad jardin norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-jardin-norte/bogota/7859638,1 a 8 años,Apartamento
599,4,4,2,162.7,163,6,1630,4,1148420,5838967.42,Venta,950000000,chico norte,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/chico-norte/bogota/7552091,16 a 30 años,Apartamento
