,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Antigüedad,Piso N°,Administración,Precio m²,Transacción,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link
1229,4.0,5.0,3.0,182.0,170.0,6.0,915.0,6.0,No definida,No definida,Arriendo,10000000.0,bosque de pinos,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/bosque-de-pinos/bogota/10126640
1230,3.0,2.0,1.0,64.0,64.0,3.0,915.0,7.0,209800.0,No definida,Arriendo,1250000.0,san antonio nor   occidental,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/san-antonio-nor---occidental/bogota/10135648
1231,No definida,2.0,No definida,185.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,5000000.0,quiroga,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/quiroga/bogota/6187139
1232,1.0,1.0,No definida,28.0,28.0,4.0,915.0,1.0,No definida,No definida,Arriendo,1300000.0,san nicolas,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/san-nicolas/bogota/10072355
1233,2.0,3.0,2.0,55.0,0.0,4.0,915.0,No definida,802000.0,No definida,Arriendo,3198000.0,sagrado corazon,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/sagrado-corazon/bogota/8100147
1234,1.0,2.0,1.0,57.0,57.0,4.0,915.0,4.0,394000.0,No definida,Arriendo,1556000.0,belmira,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/belmira/bogota/8133238
1235,3.0,2.0,No definida,42.0,0.0,3.0,18.0,5.0,No definida,No definida,Arriendo,1090000.0,alameda fontibon,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/alameda-fontibon/bogota/10132919
1236,No definida,2.0,No definida,143.0,143.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,4300000.0,siete de agosto,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/siete-de-agosto/bogota/8075781
1237,No definida,1.0,1.0,26.0,26.0,4.0,1630.0,6.0,250000.0,No definida,Arriendo,Precio del canon (COP),porciuncula,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/porciuncula/bogota/8001175
1238,3.0,2.0,1.0,50.0,50.0,3.0,915.0,2.0,No definida,No definida,Arriendo,1100000.0,el tintal,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-tintal/bogota/10124283
1239,1.0,1.0,No definida,23.0,0.0,5.0,No definida,No definida,159000.0,No definida,Arriendo,2061000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8080452
1240,4.0,5.0,2.0,280.0,0.0,4.0,30.0,No definida,No definida,No definida,Arriendo,6014000.0,fontibon,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/fontibon/bogota/7952758
1241,3.0,3.0,2.0,120.0,120.0,5.0,915.0,4.0,No definida,No definida,Arriendo,3600000.0,iberia,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/iberia/bogota/7972480
1242,No definida,3.0,2.0,844.0,0.0,3.0,18.0,3.0,No definida,No definida,Arriendo,63300000.0,metropolis,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/metropolis/bogota/7677683
1243,No definida,3.0,10.0,680.0,0.0,6.0,1630.0,3.0,9393520.0,No definida,Arriendo,39140800.0,chico reservado,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/chico-reservado/bogota/10101568
1244,No definida,No definida,5.0,1981.0,0.0,3.0,1.0,No definida,23772000.0,No definida,Arriendo,109010000.0,britalia,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/britalia/bogota/7122488
1245,No definida,1.0,No definida,27.0,0.0,3.0,1.0,No definida,No definida,No definida,Arriendo,700000.0,alcala,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/alcala/bogota/7919695
1246,1.0,1.0,No definida,40.0,40.0,4.0,18.0,2.0,No definida,No definida,Arriendo,1300000.0,nueva zelandia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/nueva-zelandia/bogota/10094553
1247,3.0,2.0,1.0,90.0,90.0,4.0,1630.0,4.0,480000.0,No definida,Arriendo,2498000.0,metropolis,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/metropolis/bogota/8105272
1248,1.0,1.0,No definida,30.0,30.0,4.0,1.0,2.0,160000.0,No definida,Arriendo,1250000.0,mazuren,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/mazuren/bogota/10134699
1249,4.0,3.0,2.0,240.0,0.0,5.0,915.0,2.0,No definida,No definida,Arriendo,6500000.0,la carolina,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-carolina/bogota/8022290
1250,3.0,2.0,2.0,114.0,114.0,5.0,1630.0,1.0,946000.0,No definida,Arriendo,2500000.0,gratamira,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/gratamira/bogota/8076891
1251,No definida,2.0,No definida,70.0,0.0,3.0,915.0,No definida,No definida,No definida,Arriendo,1800000.0,el triangulo,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/el-triangulo/bogota/7799292
1252,1.0,1.0,No definida,35.0,0.0,3.0,18.0,5.0,No definida,No definida,Arriendo,1700000.0,marly,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/marly/bogota/10113754
1253,2.0,1.0,1.0,58.0,58.0,3.0,1630.0,2.0,No definida,No definida,Arriendo,1400000.0,ciudadela colsubsidio,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/ciudadela-colsubsidio/bogota/10130998
1254,No definida,1.0,No definida,32.0,0.0,6.0,915.0,1.0,No definida,No definida,Arriendo,3254000.0,el virrey,Bogotá,No definida,No definida,/inmueble/consultorio-en-arriendo/el-virrey/bogota/10070811
1255,No definida,1.0,No definida,65.0,0.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,1500000.0,engativa,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/engativa/bogota/10101627
1256,No definida,1.0,3.0,100.0,0.0,5.0,1630.0,10.0,No definida,No definida,Arriendo,4300000.0,chico norte,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/chico-norte/bogota/6834112
1257,1.0,1.0,1.0,44.0,44.0,4.0,915.0,2.0,No definida,No definida,Arriendo,1450000.0,centro internacional,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/centro-internacional/bogota/10115093
1258,2.0,2.0,2.0,98.0,0.0,6.0,915.0,No definida,580000.0,No definida,Arriendo,2920000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7992283
1259,3.0,3.0,2.0,105.0,105.0,5.0,1630.0,2.0,No definida,No definida,Arriendo,3300000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10099930
1260,3.0,2.0,2.0,110.0,0.0,5.0,915.0,2.0,No definida,No definida,Arriendo,3500000.0,santa barbara,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/10095255
1261,3.0,2.0,1.0,61.0,0.0,3.0,915.0,No definida,188000.0,No definida,Arriendo,1450000.0,kennedy,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/8108218
1262,6.0,4.0,No definida,250.0,0.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,4570000.0,suba,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/suba/bogota/7243875
1263,2.0,1.0,No definida,40.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,1200000.0,san jorge central,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/san-jorge-central/bogota/8041693
1264,5.0,4.0,2.0,350.0,0.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,4900000.0,engativa,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/engativa/bogota/7311711
1265,5.0,3.0,No definida,300.0,0.0,3.0,1630.0,No definida,150000.0,No definida,Arriendo,4870800.0,las nieves,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/las-nieves/bogota/7630057
1266,3.0,3.0,1.0,95.0,95.0,4.0,1630.0,5.0,354000.0,No definida,Arriendo,2100000.0,villas de aranjuez,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-arriendo/villas-de-aranjuez/bogota/8063928
1267,3.0,3.0,3.0,287.0,287.0,6.0,1630.0,7.0,2100000.0,No definida,Arriendo,15000000.0,chapinero,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chapinero/bogota/7977575
1268,2.0,2.0,1.0,62.0,0.0,4.0,915.0,No definida,421000.0,No definida,Arriendo,2489000.0,sagrado corazon,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/sagrado-corazon/bogota/8107930
1269,3.0,1.0,No definida,51.0,0.0,3.0,1.0,No definida,110000.0,No definida,Arriendo,1240000.0,fontibon,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/fontibon/bogota/7817514
1270,1.0,1.0,1.0,44.0,44.0,6.0,915.0,No definida,No definida,No definida,Arriendo,2300000.0,chico navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/8082120
1271,No definida,9.0,2.0,550.0,550.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,22000000.0,pasadena,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/pasadena/bogota/7988548
1272,3.0,3.0,2.0,139.0,139.0,6.0,1630.0,2.0,685000.0,No definida,Arriendo,4315000.0,santa barbara central,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-arriendo/santa-barbara-central/bogota/7948376
1273,3.0,4.0,2.0,190.0,0.0,6.0,30.0,No definida,800000.0,No definida,Arriendo,4500000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7739891
1274,3.0,3.0,1.0,90.0,0.0,5.0,1630.0,No definida,350000.0,No definida,Arriendo,2850000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/8006437
1275,2.0,3.0,2.0,127.0,0.0,5.0,1630.0,No definida,1200000.0,No definida,Arriendo,2300000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8092296
1276,2.0,1.0,1.0,46.0,0.0,3.0,30.0,No definida,189000.0,No definida,Arriendo,1267000.0,kennedy,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/8091457
1277,3.0,3.0,2.0,110.0,110.0,5.0,1630.0,5.0,No definida,No definida,Arriendo,3700000.0,bella suiza,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/bella-suiza/bogota/10135953
1278,3.0,2.0,1.0,75.0,75.0,4.0,18.0,12.0,No definida,No definida,Arriendo,2000000.0,gran granada,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/gran-granada/bogota/8112720
1279,1.0,1.0,2.0,52.0,52.0,6.0,30.0,2.0,656000.0,No definida,Arriendo,Precio del canon (COP),santa barbara,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/8031788
1280,2.0,2.0,1.0,65.0,0.0,4.0,18.0,No definida,400000.0,No definida,Arriendo,2200000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/8092625
1281,3.0,2.0,2.0,106.0,0.0,5.0,18.0,No definida,360000.0,No definida,Arriendo,3280000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7589296
1282,3.0,2.0,2.0,81.0,0.0,3.0,No definida,No definida,380000.0,No definida,Arriendo,2000000.0,el liston,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/el-liston/bogota/8101817
1283,3.0,1.0,No definida,50.0,0.0,3.0,30.0,No definida,No definida,No definida,Arriendo,1170000.0,rafael uribe,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/rafael-uribe/bogota/7962145
1284,No definida,1.0,No definida,110.0,110.0,4.0,30.0,1.0,No definida,No definida,Arriendo,2700000.0,san luis,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/san-luis/bogota/5647293
1285,3.0,3.0,2.0,116.0,0.0,4.0,18.0,Otro,468000.0,No definida,Arriendo,3200000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10091617
1286,3.0,2.0,2.0,57.0,57.0,3.0,915.0,No definida,No definida,No definida,Arriendo,1400000.0,verbenal san antonio,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/verbenal-san-antonio/bogota/8053514
1287,3.0,3.0,2.0,146.0,146.0,6.0,1630.0,4.0,No definida,No definida,Arriendo,4500000.0,calleja baja,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/calleja-baja/bogota/10117020
1288,3.0,3.0,2.0,140.0,0.0,6.0,1630.0,No definida,1187000.0,No definida,Arriendo,4333000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7951028
1289,3.0,4.0,2.0,132.0,0.0,6.0,1630.0,No definida,807000.0,No definida,Arriendo,3693000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7795937
1290,No definida,1.0,No definida,25.0,0.0,4.0,915.0,4.0,250000.0,No definida,Arriendo,900000.0,andes norte,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/andes-norte/bogota/5209968
1291,4.0,4.0,1.0,457.0,0.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,5000000.0,teusaquillo,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/teusaquillo/bogota/8073482
1292,3.0,3.0,1.0,100.0,0.0,6.0,1630.0,No definida,1000000.0,No definida,Arriendo,4930500.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7982497
1293,2.0,2.0,2.0,73.0,0.0,6.0,18.0,8.0,585000.0,No definida,Arriendo,6000000.0,chico norte,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10134044
1294,3.0,3.0,2.0,160.0,0.0,5.0,915.0,No definida,550000.0,No definida,Arriendo,4590000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7985573
1295,No definida,8.0,4.0,600.0,0.0,4.0,1630.0,2.0,No definida,No definida,Arriendo,8000000.0,la castellana,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/la-castellana/bogota/5209844
1296,4.0,3.0,2.0,125.0,125.0,5.0,1630.0,5.0,No definida,No definida,Arriendo,3600000.0,el contador,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/el-contador/bogota/10075172
1297,2.0,1.0,1.0,110.0,110.0,3.0,18.0,No definida,No definida,No definida,Arriendo,2800000.0,prado veraniego,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/prado-veraniego/bogota/10129064
1298,No definida,2.0,2.0,45.0,0.0,4.0,915.0,2.0,708000.0,No definida,Arriendo,1800000.0,andes norte,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/andes-norte/bogota/7163462
1299,3.0,3.0,2.0,113.0,0.0,5.0,1630.0,No definida,400000.0,No definida,Arriendo,2494000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/8107313
1300,1.0,2.0,1.0,50.0,0.0,5.0,915.0,No definida,200000.0,No definida,Arriendo,2200000.0,canodromo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/canodromo/bogota/8094312
1301,No definida,1.0,1.0,48.0,0.0,6.0,No definida,2.0,No definida,No definida,Arriendo,3000000.0,el retiro,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/el-retiro/bogota/10056469
1302,No definida,3.0,No definida,100.0,0.0,3.0,1.0,3.0,No definida,No definida,Arriendo,2500000.0,doce de octubre,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/doce-de-octubre/bogota/5208403
1303,No definida,2.0,2.0,100.0,0.0,3.0,30.0,No definida,No definida,No definida,Arriendo,5000000.0,chapinero central,Bogotá,No definida,Bueno,/inmueble/local-en-arriendo/chapinero-central/bogota/7857926
1304,1.0,2.0,1.0,75.0,75.0,5.0,1630.0,5.0,452000.0,No definida,Arriendo,4250000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/8079444
1305,1.0,2.0,1.0,82.0,82.0,6.0,No definida,10.0,500000.0,No definida,Arriendo,3100000.0,los rosales,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/los-rosales/bogota/8055846
1306,No definida,1.0,1.0,22.0,22.0,5.0,1630.0,No definida,154000.0,No definida,Arriendo,1200000.0,puente largo,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/puente-largo/bogota/7561450
1307,No definida,6.0,3.0,876.18,0.0,5.0,1630.0,1.0,No definida,No definida,Arriendo,30000000.0,chico,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/chico/bogota/5461959
1308,No definida,1.0,No definida,35.0,0.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,1000000.0,chapinero central,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/chapinero-central/bogota/10067009
1309,3.0,3.0,2.0,100.0,0.0,4.0,1630.0,No definida,470000.0,No definida,Arriendo,2430000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7955300
1310,3.0,2.0,1.0,107.0,0.0,4.0,30.0,No definida,637000.0,No definida,Arriendo,3422850.0,la macarena,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/la-macarena/bogota/7261426
1311,2.0,2.0,2.0,110.0,0.0,6.0,18.0,No definida,440000.0,No definida,Arriendo,4290000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7996260
1312,2.0,1.0,1.0,69.0,69.0,4.0,30.0,2.0,No definida,No definida,Arriendo,1850000.0,el contador,Bogotá,Loft,Bueno,/inmueble/apartamento-en-arriendo/el-contador/bogota/7921710
1313,1.0,1.0,No definida,38.0,38.0,4.0,1.0,9.0,No definida,No definida,Arriendo,1800000.0,la sultana,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-sultana/bogota/10125050
1314,4.0,5.0,5.0,540.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,8800000.0,autopista norte,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/autopista-norte/bogota/7611050
1315,14.0,8.0,4.0,619.0,619.0,4.0,1630.0,2.0,No definida,No definida,Arriendo,6500000.0,teusaquillo,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/teusaquillo/bogota/10128623
1316,No definida,No definida,No definida,4656.0,0.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,139680000.0,salitre occidental,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/salitre-occidental/bogota/10139393
1317,No definida,No definida,2.0,100.0,0.0,6.0,18.0,2.0,790000.0,No definida,Arriendo,5800000.0,san gabriel norte,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/san-gabriel-norte/bogota/10138891
1318,No definida,No definida,No definida,56.0,0.0,3.0,1.0,No definida,No definida,No definida,Arriendo,3765000.0,prado veraniego,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/prado-veraniego/bogota/7678237
1319,2.0,2.0,1.0,80.0,0.0,4.0,1630.0,No definida,490000.0,No definida,Arriendo,2000000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8020107
1320,3.0,5.0,2.0,156.0,0.0,6.0,915.0,No definida,950000.0,No definida,Arriendo,6200000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7607705
1321,1.0,2.0,2.0,83.0,83.0,6.0,18.0,4.0,700000.0,No definida,Arriendo,3500000.0,antiguo country,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/antiguo-country/bogota/8095395
1322,3.0,2.0,1.0,103.0,103.0,4.0,1630.0,1.0,No definida,No definida,Arriendo,2400000.0,cedritos,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/cedritos/bogota/10125048
1323,No definida,1.0,No definida,30.0,0.0,3.0,915.0,No definida,No definida,No definida,Arriendo,1335000.0,narino sur,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/narino-sur/bogota/10105743
1324,3.0,2.0,No definida,53.0,53.0,4.0,18.0,No definida,No definida,No definida,Arriendo,1500000.0,la felicidad,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-felicidad/bogota/8063309
1325,No definida,3.0,2.0,230.0,230.0,4.0,30.0,No definida,No definida,No definida,Arriendo,4200000.0,morato,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/morato/bogota/8097003
1326,No definida,3.0,7.0,135.0,0.0,4.0,1630.0,1.0,No definida,No definida,Arriendo,3500000.0,la castellana,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/la-castellana/bogota/7225927
1327,2.0,1.0,No definida,65.0,65.0,3.0,1630.0,1.0,No definida,No definida,Arriendo,900000.0,bogota,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/bogota/bogota-dc/10131143
1328,No definida,2.0,1.0,80.0,0.0,6.0,30.0,4.0,No definida,No definida,Arriendo,3100000.0,santa barbara occidental,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/santa-barbara-occidental/bogota/10094895
1329,No definida,1.0,No definida,20.0,0.0,3.0,915.0,No definida,No definida,No definida,Arriendo,550000.0,el carmen,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/el-carmen/bogota/7925598
1330,3.0,3.0,2.0,98.0,89.0,5.0,1630.0,6.0,460000.0,No definida,Arriendo,3300000.0,iberia,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/iberia/bogota/7978399
1331,No definida,No definida,No definida,40.0,0.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,2700000.0,antiguo country,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/antiguo-country/bogota/10077908
1332,2.0,2.0,1.0,72.0,72.0,4.0,1630.0,1.0,No definida,No definida,Arriendo,2280000.0,los cedros,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/los-cedros/bogota/10066955
1333,2.0,2.0,1.0,100.0,0.0,5.0,1630.0,No definida,890000.0,No definida,Arriendo,4000000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8094973
1334,No definida,2.0,3.0,90.0,0.0,4.0,18.0,5.0,992000.0,No definida,Arriendo,4000000.0,la patria,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/la-patria/bogota/10068834
1335,1.0,1.0,No definida,23.0,0.0,3.0,No definida,No definida,130000.0,No definida,Arriendo,1420000.0,veracruz,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/veracruz/bogota/8106282
1336,1.0,1.0,2.0,135.0,0.0,5.0,915.0,No definida,770000.0,No definida,Arriendo,5730000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8085225
1337,3.0,3.0,1.0,115.0,115.0,4.0,30.0,4.0,726000.0,No definida,Arriendo,3800000.0,chapinero alto,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/chapinero-alto/bogota/7492377
1338,3.0,1.0,1.0,40.0,40.0,3.0,915.0,5.0,150000.0,No definida,Arriendo,1200000.0,usaquen,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/usaquen/bogota/8079462
1339,2.0,1.0,1.0,50.0,50.0,3.0,1630.0,2.0,No definida,No definida,Arriendo,1700000.0,galerias,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/galerias/bogota/10138813
1340,4.0,4.0,3.0,230.0,0.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,4500000.0,suba,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/suba/bogota/7864339
1341,2.0,2.0,1.0,85.0,85.0,4.0,1630.0,2.0,571000.0,No definida,Arriendo,1929000.0,puente largo,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/puente-largo/bogota/10139256
1342,2.0,2.0,1.0,90.0,0.0,6.0,915.0,No definida,450000.0,No definida,Arriendo,3800000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8094027
1343,1.0,2.0,1.0,60.0,60.0,5.0,18.0,2.0,442000.0,No definida,Arriendo,2200000.0,pasadena,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/pasadena/bogota/7989793
1344,No definida,1.0,No definida,38.0,0.0,3.0,915.0,No definida,No definida,No definida,Arriendo,1050000.0,santa rosa,Bogotá,No definida,Bueno,/inmueble/local-en-arriendo/santa-rosa/bogota/7389929
1345,3.0,No definida,No definida,20.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,860000.0,pardo rubio,Bogotá,No definida,No definida,/inmueble/habitacion-en-arriendo/pardo-rubio/bogota/10129857
1346,1.0,1.0,No definida,32.0,0.0,3.0,No definida,No definida,92000.0,No definida,Arriendo,1400000.0,engativa,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/engativa/bogota/7968360
1347,3.0,2.0,2.0,94.0,94.0,5.0,18.0,12.0,No definida,No definida,Arriendo,3550000.0,andes norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/andes-norte/bogota/10118026
1348,2.0,2.0,1.0,69.0,0.0,4.0,1630.0,No definida,300000.0,No definida,Arriendo,2600000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7913208
1349,1.0,1.0,No definida,25.0,0.0,3.0,30.0,No definida,150000.0,No definida,Arriendo,1250000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7989191
1350,1.0,1.0,1.0,44.0,0.0,4.0,No definida,No definida,335000.0,No definida,Arriendo,4165000.0,quinta camacho,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/quinta-camacho/bogota/7456306
1351,4.0,3.0,2.0,120.0,0.0,5.0,30.0,No definida,550000.0,No definida,Arriendo,4400000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7416782
1352,3.0,2.0,1.0,96.0,0.0,5.0,30.0,No definida,288000.0,No definida,Arriendo,3528000.0,barrios unidos,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/barrios-unidos/bogota/7932027
1353,1.0,2.0,2.0,53.0,0.0,5.0,1.0,No definida,330000.0,No definida,Arriendo,2670000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7770709
1354,4.0,4.0,4.0,251.0,0.0,5.0,30.0,No definida,No definida,No definida,Arriendo,6500000.0,usaquen,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/usaquen/bogota/7932679
1355,4.0,5.0,2.0,330.0,0.0,5.0,30.0,No definida,1700000.0,No definida,Arriendo,5800000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7491027
1356,No definida,1.0,No definida,82.0,82.0,5.0,1.0,No definida,No definida,No definida,Arriendo,12032800.0,lago gaitan,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/lago-gaitan/bogota/8092130
1357,No definida,1.0,No definida,140.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,4000000.0,hipotecho occidental,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/hipotecho-occidental/bogota/10118403
