,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Antigüedad,Piso N°,Administración,Precio m²,Transacción,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link
662,4.0,3.0,2.0,136.0,127.0,4.0,18.0,4.0,680000.0,5955882.35,Venta,810000000.0,cedritos,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10057152
663,2.0,3.0,2.0,139.0,139.0,6.0,1630.0,3.0,720000.0,5935251.8,Venta,825000000.0,chapinero norte,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chapinero-norte/bogota/7760431
664,2.0,3.0,2.0,150.0,150.0,6.0,915.0,2.0,1900000.0,9333333.33,Venta,1400000000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/chico-norte/bogota/10099606
665,3.0,4.0,2.0,170.0,170.0,3.0,915.0,3.0,No definida,2764705.88,Venta,470000000.0,garces navas,Bogotá,No definida,No definida,/inmueble/casa-en-venta/garces-navas/bogota/10107065
666,3.0,3.0,2.0,116.0,116.0,6.0,915.0,2.0,1050000.0,6206896.55,Venta,720000000.0,santa paula,Bogotá,Loft,Excelente,/inmueble/apartamento-en-venta/santa-paula/bogota/7691578
667,No definida,8.0,10.0,1100.0,1100.0,4.0,915.0,No definida,No definida,2909090.91,Venta,3200000000.0,once de noviembre,Bogotá,No definida,No definida,/inmueble/edificio-en-venta/once-de-noviembre/bogota/7764771
668,2.0,2.0,No definida,49.6,45.7,3.0,915.0,9.0,109000.0,4032258.06,Venta,200000000.0,quiroga sur,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/quiroga-sur/bogota/10113009
669,2.0,3.0,2.0,94.0,0.0,6.0,18.0,3.0,530000.0,7872340.43,Venta,740000000.0,chico navarra,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/chico-navarra/bogota/7040746
670,3.0,5.0,3.0,217.0,217.0,5.0,18.0,No definida,1350000.0,7834101.38,Venta,1700000000.0,santa barbara oriental,Bogotá,PentHouse,Bueno,/inmueble/apartamento-en-venta/santa-barbara-oriental/bogota/7863466
671,3.0,2.0,No definida,82.0,75.0,3.0,1630.0,4.0,108700.0,2804878.05,Venta,230000000.0,plaza imperial centro comercial,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/plaza-imperial-centro-comercial/bogota/6958204
672,3.0,2.0,1.0,106.4,0.0,4.0,18.0,2.0,348000.0,6015037.59,Venta,640000000.0,veramonte macana,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/veramonte-macana/bogota/10106205
673,4.0,4.0,1.0,101.0,95.0,4.0,1630.0,3.0,350000.0,5346534.65,Venta,540000000.0,colina campestre,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/colina-campestre/bogota/7885241
674,3.0,2.0,1.0,71.0,71.0,4.0,1630.0,4.0,338000.0,4366197.18,Venta,310000000.0,cedro salazar,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/cedro-salazar/bogota/7934810
675,3.0,2.0,No definida,52.0,48.0,3.0,915.0,3.0,105000.0,3076923.08,Venta,160000000.0,nueva castilla,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/nueva-castilla/bogota/3156054
676,3.0,3.0,2.0,100.67,92.42,5.0,915.0,12.0,450000.0,5860733.09,Venta,590000000.0,lagos de cordoba,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/10099761
677,4.0,2.0,No definida,108.0,0.0,3.0,30.0,No definida,No definida,2500000.0,Venta,270000000.0,versalles,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/versalles/bogota/7255922
678,3.0,3.0,2.0,108.0,100.0,6.0,1630.0,5.0,450000.0,5370370.37,Venta,580000000.0,santa ana occidental,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/santa-ana-occidental/bogota/7788527
679,4.0,4.0,2.0,264.0,264.0,5.0,1630.0,2.0,450000.0,4356060.61,Venta,1150000000.0,san jose de bavaria,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/san-jose-de-bavaria/bogota/7387312
680,2.0,1.0,No definida,38.7,0.0,2.0,915.0,6.0,68500.0,3359173.13,Venta,130000000.0,tierra buena,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/tierra-buena/bogota/10108761
681,3.0,3.0,2.0,221.0,184.0,3.0,30.0,2.0,No definida,3393665.16,Venta,750000000.0,barrios unidos,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/barrios-unidos/bogota/6342719
682,2.0,2.0,1.0,55.0,55.0,4.0,1630.0,4.0,186000.0,5272727.27,Venta,290000000.0,colina campestre,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/colina-campestre/bogota/7762001
683,2.0,2.0,2.0,76.0,0.0,5.0,915.0,2.0,660000.0,5197368.42,Venta,395000000.0,lisboa usaquen,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/lisboa-usaquen/bogota/10115904
684,3.0,3.0,3.0,100.2,0.0,5.0,1630.0,4.0,550000.0,5688622.75,Venta,570000000.0,calleja baja,Bogotá,PentHouse,No definida,/inmueble/apartamento-en-venta/calleja-baja/bogota/10078389
685,5.0,4.0,2.0,178.0,178.0,3.0,1630.0,1.0,No definida,2528089.89,Venta,450000000.0,santa isabel,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/santa-isabel/bogota/7621514
686,No definida,1.0,No definida,50.0,0.0,4.0,915.0,5.0,360000.0,7000000.0,Venta,350000000.0,quinta paredes,Bogotá,No definida,No definida,/inmueble/oficina-en-venta/quinta-paredes/bogota/10088492
687,1.0,1.0,No definida,30.5,0.0,3.0,1.0,4.0,300000.0,8300000.0,Venta,253150000.0,galerias,Bogotá,Loft,No definida,/inmueble/apartaestudio-en-venta/galerias/bogota/10123190
688,3.0,2.0,1.0,106.4,0.0,4.0,18.0,2.0,348000.0,6015037.59,Venta,640000000.0,veramonte macana,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/veramonte-macana/bogota/10106205
689,3.0,1.0,No definida,45.0,45.0,3.0,915.0,2.0,95500.0,3333333.33,Venta,150000000.0,la libertad,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/la-libertad/bogota/10126431
690,3.0,2.0,1.0,90.0,90.0,4.0,915.0,7.0,310000.0,6333333.33,Venta,570000000.0,ciudad salitre,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-salitre/bogota/10071317
691,3.0,2.0,1.0,68.0,0.0,3.0,915.0,11.0,200000.0,4632352.94,Venta,315000000.0,castilla,Bogotá,Loft,No definida,/inmueble/apartamento-en-venta/castilla/bogota/10092467
692,3.0,3.0,2.0,148.0,116.0,6.0,30.0,1.0,544000.0,4662162.16,Venta,690000000.0,santa barbara,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/santa-barbara/bogota/7990753
693,3.0,1.0,No definida,47.0,44.0,2.0,915.0,6.0,82000.0,3276595.74,Venta,154000000.0,el tintal,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/el-tintal/bogota/10120585
694,3.0,3.0,2.0,100.67,92.42,5.0,915.0,12.0,450000.0,5860733.09,Venta,590000000.0,lagos de cordoba,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/10099761
695,2.0,1.0,No definida,36.0,0.0,3.0,1.0,7.0,150000.0,5833333.33,Venta,210000000.0,toberin,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/toberin/bogota/10119448
696,3.0,2.0,No definida,52.0,48.0,3.0,915.0,3.0,105000.0,3076923.08,Venta,160000000.0,nueva castilla,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/nueva-castilla/bogota/3156054
697,3.0,2.0,1.0,55.0,53.0,3.0,1630.0,1.0,No definida,4545454.55,Venta,250000000.0,san jorge,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/san-jorge/bogota/10119069
698,4.0,4.0,2.0,264.0,264.0,5.0,1630.0,2.0,450000.0,4356060.61,Venta,1150000000.0,san jose de bavaria,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/san-jose-de-bavaria/bogota/7387312
699,4.0,3.0,1.0,110.0,78.0,4.0,1630.0,No definida,280000.0,4000000.0,Venta,440000000.0,veramonte macana,Bogotá,No definida,No definida,/inmueble/casa-en-venta/veramonte-macana/bogota/10092711
700,4.0,4.0,2.0,172.0,0.0,4.0,18.0,4.0,550000.0,4418604.65,Venta,760000000.0,centro comercial parque la colina,Bogotá,No definida,No definida,/inmueble/casa-en-venta/centro-comercial-parque-la-colina/bogota/10123854
701,2.0,2.0,1.0,53.0,0.0,4.0,18.0,6.0,202000.0,6254716.98,Venta,331500000.0,boyaca real,Bogotá,Loft,No definida,/inmueble/apartamento-en-venta/boyaca-real/bogota/10077420
702,3.0,2.0,2.0,130.0,130.0,4.0,18.0,16.0,498000.0,9230769.23,Venta,1200000000.0,salitre oriental,Bogotá,Duplex,Excelente,/inmueble/apartamento-en-venta/salitre-oriental/bogota/7981628
703,3.0,2.0,1.0,71.0,71.0,4.0,1630.0,No definida,220000.0,4718309.86,Venta,335000000.0,colina campestre,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/colina-campestre/bogota/7968546
704,3.0,3.0,2.0,120.0,0.0,4.0,915.0,2.0,650000.0,6500000.0,Venta,780000000.0,chico navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/chico-navarra/bogota/10089208
705,2.0,3.0,2.0,150.0,150.0,6.0,915.0,2.0,1900000.0,9333333.33,Venta,1400000000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/chico-norte/bogota/10099606
706,3.0,2.0,No definida,65.0,0.0,3.0,1630.0,No definida,212000.0,4923076.92,Venta,320000000.0,marsella,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/marsella/bogota/10120309
707,2.0,2.0,2.0,90.0,90.0,5.0,18.0,6.0,800000.0,7444444.44,Venta,670000000.0,santa ana occidental,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/santa-ana-occidental/bogota/7981703
708,3.0,2.0,1.0,86.0,86.0,5.0,30.0,No definida,340000.0,5232558.14,Venta,450000000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/colina-campestre/bogota/7995896
709,2.0,2.0,1.0,78.0,0.0,5.0,30.0,1.0,361000.0,5128205.13,Venta,400000000.0,lagos de cordoba,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/lagos-de-cordoba/bogota/8118543
710,5.0,4.0,1.0,93.1,70.0,3.0,1630.0,3.0,No definida,6015037.59,Venta,560000000.0,marsella,Bogotá,No definida,No definida,/inmueble/casa-en-venta/marsella/bogota/10105773
711,1.0,1.0,1.0,39.7,0.0,4.0,18.0,5.0,350000.0,7052896.73,Venta,280000000.0,chapinero alto,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/chapinero-alto/bogota/10095632
712,3.0,3.0,2.0,221.0,184.0,3.0,30.0,2.0,No definida,3393665.16,Venta,750000000.0,barrios unidos,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/barrios-unidos/bogota/6342719
713,3.0,4.0,2.0,137.0,137.0,6.0,1630.0,3.0,1422000.0,5182481.75,Venta,710000000.0,santa paula,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/santa-paula/bogota/10107175
714,2.0,2.0,1.0,61.0,61.0,5.0,915.0,5.0,386500.0,6885245.9,Venta,420000000.0,los cedros,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/los-cedros/bogota/10123625
715,3.0,2.0,1.0,105.11,96.99,4.0,1630.0,No definida,No definida,3662829.42,Venta,385000000.0,pradera norte,Bogotá,No definida,No definida,/inmueble/casa-en-venta/pradera-norte/bogota/10089289
716,2.0,2.0,1.0,67.01,67.01,4.0,30.0,3.0,400000.0,5969258.32,Venta,400000000.0,la magdalena,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/la-magdalena/bogota/10017921
717,3.0,2.0,1.0,108.0,108.0,4.0,30.0,5.0,270000.0,3611111.11,Venta,390000000.0,san gabriel norte,Bogotá,Duplex,Excelente,/inmueble/apartamento-en-venta/san-gabriel-norte/bogota/7915344
718,4.0,4.0,1.0,101.0,95.0,4.0,1630.0,3.0,350000.0,5346534.65,Venta,540000000.0,colina campestre,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/colina-campestre/bogota/7885241
719,2.0,2.0,1.0,65.0,65.0,4.0,1630.0,2.0,240000.0,5230769.23,Venta,340000000.0,chapinero,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/chapinero/bogota/7944793
720,3.0,3.0,2.0,128.0,121.0,6.0,915.0,5.0,1100000.0,7656250.0,Venta,980000000.0,san patricio,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/san-patricio/bogota/7628027
721,2.0,3.0,2.0,139.0,139.0,6.0,1630.0,3.0,720000.0,5935251.8,Venta,825000000.0,chapinero norte,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chapinero-norte/bogota/7760431
722,3.0,3.0,2.0,125.0,114.0,4.0,1630.0,5.0,650000.0,5280000.0,Venta,660000000.0,cedritos,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/8046851
723,4.0,3.0,2.0,240.0,0.0,4.0,1630.0,3.0,332000.0,4104166.67,Venta,985000000.0,cedro golf,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/cedro-golf/bogota/7460236
724,3.0,2.0,1.0,71.0,71.0,4.0,1630.0,4.0,338000.0,4366197.18,Venta,310000000.0,cedro salazar,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/cedro-salazar/bogota/7934810
725,2.0,2.0,1.0,55.0,55.0,4.0,1630.0,4.0,186000.0,5272727.27,Venta,290000000.0,colina campestre,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/colina-campestre/bogota/7762001
726,3.0,3.0,2.0,108.0,100.0,6.0,1630.0,5.0,450000.0,5370370.37,Venta,580000000.0,santa ana occidental,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/santa-ana-occidental/bogota/7788527
727,4.0,6.0,10.0,650.0,650.0,6.0,1630.0,2.0,450000.0,5846153.85,Venta,3800000000.0,guaymaral,Bogotá,No definida,No definida,/inmueble/casa-en-venta/guaymaral/bogota/7885574
728,4.0,3.0,2.0,236.0,0.0,3.0,1630.0,2.0,150000.0,3771186.44,Venta,890000000.0,bavaria techo et ii,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/bavaria-techo-et-ii/bogota/7611690
729,3.0,3.0,1.0,84.0,84.0,4.0,1630.0,5.0,230000.0,4523809.52,Venta,380000000.0,portales del norte,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/portales-del-norte/bogota/6748821
730,3.0,3.0,2.0,116.0,116.0,6.0,915.0,2.0,1050000.0,6206896.55,Venta,720000000.0,santa paula,Bogotá,Loft,Excelente,/inmueble/apartamento-en-venta/santa-paula/bogota/7691578
731,No definida,8.0,10.0,1100.0,1100.0,4.0,915.0,No definida,No definida,2909090.91,Venta,3200000000.0,once de noviembre,Bogotá,No definida,No definida,/inmueble/edificio-en-venta/once-de-noviembre/bogota/7764771
732,2.0,1.0,1.0,45.0,42.0,3.0,18.0,No definida,199000.0,4866666.67,Venta,219000000.0,spring,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/spring/bogota/7743205
733,No definida,No definida,No definida,21000.0,0.0,2.0,No definida,No definida,No definida,44285.71,Venta,930000000.0,hoya teusaca,Bogotá,No definida,No definida,/inmueble/finca-en-venta/hoya-teusaca/bogota/6582983
734,3.0,3.0,1.0,95.38,95.0,5.0,1630.0,5.0,500000.0,4141329.42,Venta,395000000.0,batan,Bogotá,Duplex,Remodelado,/inmueble/apartamento-en-venta/batan/bogota/7948500
735,6.0,3.0,1.0,144.0,0.0,3.0,915.0,4.0,No definida,2291666.67,Venta,330000000.0,roma,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/roma/bogota/7941447
736,3.0,5.0,3.0,217.0,217.0,5.0,18.0,No definida,1350000.0,7834101.38,Venta,1700000000.0,santa barbara oriental,Bogotá,PentHouse,Bueno,/inmueble/apartamento-en-venta/santa-barbara-oriental/bogota/7863466
737,4.0,3.0,2.0,149.0,149.0,4.0,30.0,3.0,No definida,3355704.7,Venta,500000000.0,villa del prado,Bogotá,No definida,No definida,/inmueble/casa-en-venta/villa-del-prado/bogota/10006063
738,4.0,5.0,2.0,193.0,127.0,5.0,1630.0,12.0,785100.0,4404145.08,Venta,850000000.0,bosque de pinos,Bogotá,Duplex,Excelente,/inmueble/apartamento-en-venta/bosque-de-pinos/bogota/5548719
739,3.0,3.0,3.0,148.0,0.0,4.0,1630.0,6.0,853000.0,4391891.89,Venta,650000000.0,cedritos,Bogotá,Duplex,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10068092
740,5.0,5.0,2.0,330.0,214.0,5.0,1630.0,No definida,No definida,2833333.33,Venta,935000000.0,alhambra,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/alhambra/bogota/7788020
741,3.0,1.0,No definida,45.0,0.0,2.0,915.0,2.0,No definida,3704444.44,Venta,166700000.0,vergel occidental,Bogotá,Loft,Bueno,/inmueble/apartamento-en-venta/vergel-occidental/bogota/7947000
742,4.0,2.0,No definida,108.0,0.0,3.0,30.0,No definida,No definida,2500000.0,Venta,270000000.0,versalles,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/versalles/bogota/7255922
743,3.0,2.0,1.0,61.0,0.0,3.0,915.0,4.0,200500.0,3606557.38,Venta,220000000.0,gran granada,Bogotá,Loft,No definida,/inmueble/apartamento-en-venta/gran-granada/bogota/10133853
744,3.0,3.0,3.0,100.2,0.0,5.0,1630.0,4.0,550000.0,5688622.75,Venta,570000000.0,calleja baja,Bogotá,PentHouse,No definida,/inmueble/apartamento-en-venta/calleja-baja/bogota/10078389
745,5.0,7.0,2.0,240.0,240.0,4.0,No definida,No definida,No definida,6041666.67,Venta,1450000000.0,cedritos,Bogotá,No definida,No definida,/inmueble/casa-en-venta/cedritos/bogota/8004117
746,No definida,1.0,No definida,50.0,0.0,4.0,915.0,5.0,360000.0,7000000.0,Venta,350000000.0,quinta paredes,Bogotá,No definida,No definida,/inmueble/oficina-en-venta/quinta-paredes/bogota/10088492
747,2.0,2.0,2.0,88.39,92.08,4.0,18.0,3.0,No definida,7919447.9,Venta,700000000.0,nuevo campin,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/nuevo-campin/bogota/10136699
748,3.0,2.0,1.0,80.0,0.0,4.0,1630.0,4.0,211000.0,3598750.0,Venta,287900000.0,pinar de suba,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/pinar-de-suba/bogota/10113562
749,10.0,5.0,No definida,256.0,0.0,3.0,30.0,No definida,No definida,2695312.5,Venta,690000000.0,ciudad jardin norte,Bogotá,No definida,No definida,/inmueble/casa-en-venta/ciudad-jardin-norte/bogota/10138315
750,3.0,5.0,2.0,160.0,160.0,6.0,915.0,2.0,1050000.0,8112500.0,Venta,1298000000.0,bosques de la canada,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/bosques-de-la-canada/bogota/8124246
751,1.0,2.0,1.0,50.12,21.3,4.0,1630.0,3.0,290000.0,4788507.58,Venta,240000000.0,cedritos,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10076716
752,4.0,2.0,2.0,195.0,195.0,3.0,1630.0,2.0,No definida,3333333.33,Venta,650000000.0,castilla,Bogotá,No definida,No definida,/inmueble/casa-en-venta/castilla/bogota/8057128
753,3.0,2.0,1.0,60.0,0.0,3.0,1630.0,2.0,223000.0,4333333.33,Venta,260000000.0,britalia,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/britalia/bogota/10073740
754,2.0,2.0,1.0,53.0,53.0,4.0,18.0,6.0,202000.0,6245283.02,Venta,331000000.0,boyaca real,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/boyaca-real/bogota/10143363
755,3.0,2.0,1.0,60.0,0.0,4.0,18.0,2.0,209000.0,4083333.33,Venta,245000000.0,gran granada,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/gran-granada/bogota/10128481
756,3.0,4.0,2.0,208.0,208.0,4.0,30.0,2.0,No definida,4134567.31,Venta,859990000.0,la floresta,Bogotá,No definida,No definida,/inmueble/casa-en-venta/la-floresta/bogota/10068300
757,4.0,2.0,No definida,99.0,33.0,2.0,915.0,3.0,No definida,2171717.17,Venta,215000000.0,bosa atalayas,Bogotá,No definida,No definida,/inmueble/casa-en-venta/bosa-atalayas/bogota/10095293
758,6.0,3.0,1.0,190.0,0.0,3.0,No definida,No definida,No definida,1526315.79,Venta,290000000.0,nueva roma,Bogotá,No definida,No definida,/inmueble/casa-en-venta/nueva-roma/bogota/10078754
759,4.0,4.0,2.0,110.0,0.0,5.0,1630.0,No definida,545000.0,4954545.45,Venta,545000000.0,el batan,Bogotá,Duplex,No definida,/inmueble/apartamento-en-venta/el-batan/bogota/10129928
760,3.0,2.0,1.0,150.0,85.0,4.0,30.0,No definida,No definida,4233333.33,Venta,635000000.0,victoria norte,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/victoria-norte/bogota/8107954
761,5.0,5.0,No definida,412.0,412.0,5.0,30.0,1.0,No definida,4000000.0,Venta,1648000000.0,lisboa usaquen,Bogotá,No definida,No definida,/inmueble/lote-en-venta/lisboa-usaquen/bogota/10090952
762,2.0,2.0,1.0,60.0,60.0,3.0,915.0,No definida,523000.0,8000000.0,Venta,480000000.0,las aguas,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/las-aguas/bogota/8126004
763,4.0,5.0,3.0,315.0,315.0,6.0,1630.0,No definida,718000.0,3492063.49,Venta,1100000000.0,suba cerros,Bogotá,No definida,No definida,/inmueble/casa-en-venta/suba-cerros/bogota/10047826
764,No definida,1.0,No definida,23.0,0.0,3.0,18.0,No definida,No definida,6086956.52,Venta,140000000.0,la chucua,Bogotá,No definida,No definida,/inmueble/local-en-venta/la-chucua/bogota/10069264
765,2.0,1.0,No definida,45.0,45.0,2.0,915.0,No definida,60000.0,2581111.11,Venta,116150000.0,el corzo,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/el-corzo/bogota/10139113
766,3.0,2.0,1.0,110.0,0.0,3.0,915.0,3.0,148000.0,3000000.0,Venta,330000000.0,castilla,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/castilla/bogota/10127216
767,3.0,2.0,1.0,86.0,86.0,5.0,30.0,No definida,340000.0,5232558.14,Venta,450000000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/colina-campestre/bogota/7995896
768,3.0,3.0,2.0,263.0,263.0,6.0,1630.0,3.0,1865000.0,8745247.15,Venta,2300000000.0,los rosales,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/los-rosales/bogota/10091181
769,No definida,3.0,No definida,290.0,0.0,3.0,No definida,2.0,No definida,5000000.0,Venta,1450000000.0,las orquideas,Bogotá,No definida,No definida,/inmueble/bodega-en-venta/las-orquideas/bogota/10080469
770,5.0,2.0,1.0,216.0,216.0,2.0,915.0,1.0,No definida,2083333.33,Venta,450000000.0,aures ii,Bogotá,No definida,No definida,/inmueble/casa-en-venta/aures-ii/bogota/10060333
771,3.0,2.0,1.0,88.0,88.0,4.0,915.0,10.0,325000.0,4943181.82,Venta,435000000.0,cantalejo,Bogotá,Loft,Bueno,/inmueble/apartamento-en-venta/cantalejo/bogota/8063962
772,3.0,3.0,2.0,120.0,0.0,4.0,1630.0,No definida,400000.0,5250000.0,Venta,630000000.0,cedro bolivar,Bogotá,No definida,No definida,/inmueble/casa-en-venta/cedro-bolivar/bogota/10073769
773,7.0,4.0,1.0,248.0,248.0,4.0,30.0,1.0,No definida,3145161.29,Venta,780000000.0,paloblanco,Bogotá,No definida,No definida,/inmueble/casa-en-venta/paloblanco/bogota/8045254
